"Year","Gamma","Pi_FS","Beta_IV","Beta_Corrected","CI_lo","CI_hi","Excludes_Zero"
"2004",0,0.461993068510923,0.0190575834466133,0.0190575834466133,-0.165813056704415,0.203928223597641,FALSE
"2004",0.000202020202020202,0.461993068510923,0.0190575834466133,0.0186203037214621,-0.166250336429566,0.20349094387249,FALSE
"2004",0.000404040404040404,0.461993068510923,0.0190575834466133,0.0181830239963109,-0.166687616154717,0.203053664147339,FALSE
"2004",0.000606060606060606,0.461993068510923,0.0190575834466133,0.0177457442711598,-0.167124895879868,0.202616384422188,FALSE
"2004",0.000808080808080808,0.461993068510923,0.0190575834466133,0.0173084645460086,-0.167562175605019,0.202179104697037,FALSE
"2004",0.00101010101010101,0.461993068510923,0.0190575834466133,0.0168711848208574,-0.16799945533017,0.201741824971885,FALSE
"2004",0.00121212121212121,0.461993068510923,0.0190575834466133,0.0164339050957063,-0.168436735055322,0.201304545246734,FALSE
"2004",0.00141414141414141,0.461993068510923,0.0190575834466133,0.0159966253705551,-0.168874014780473,0.200867265521583,FALSE
"2004",0.00161616161616162,0.461993068510923,0.0190575834466133,0.0155593456454039,-0.169311294505624,0.200429985796432,FALSE
"2004",0.00181818181818182,0.461993068510923,0.0190575834466133,0.0151220659202527,-0.169748574230775,0.199992706071281,FALSE
"2004",0.00202020202020202,0.461993068510923,0.0190575834466133,0.0146847861951016,-0.170185853955926,0.199555426346129,FALSE
"2004",0.00222222222222222,0.461993068510923,0.0190575834466133,0.0142475064699504,-0.170623133681078,0.199118146620978,FALSE
"2004",0.00242424242424242,0.461993068510923,0.0190575834466133,0.0138102267447992,-0.171060413406229,0.198680866895827,FALSE
"2004",0.00262626262626263,0.461993068510923,0.0190575834466133,0.0133729470196481,-0.17149769313138,0.198243587170676,FALSE
"2004",0.00282828282828283,0.461993068510923,0.0190575834466133,0.0129356672944969,-0.171934972856531,0.197806307445525,FALSE
"2004",0.00303030303030303,0.461993068510923,0.0190575834466133,0.0124983875693457,-0.172372252581682,0.197369027720374,FALSE
"2004",0.00323232323232323,0.461993068510923,0.0190575834466133,0.0120611078441946,-0.172809532306833,0.196931747995222,FALSE
"2004",0.00343434343434343,0.461993068510923,0.0190575834466133,0.0116238281190434,-0.173246812031985,0.196494468270071,FALSE
"2004",0.00363636363636364,0.461993068510923,0.0190575834466133,0.0111865483938922,-0.173684091757136,0.19605718854492,FALSE
"2004",0.00383838383838384,0.461993068510923,0.0190575834466133,0.010749268668741,-0.174121371482287,0.195619908819769,FALSE
"2004",0.00404040404040404,0.461993068510923,0.0190575834466133,0.0103119889435899,-0.174558651207438,0.195182629094618,FALSE
"2004",0.00424242424242424,0.461993068510923,0.0190575834466133,0.0098747092184387,-0.174995930932589,0.194745349369467,FALSE
"2004",0.00444444444444444,0.461993068510923,0.0190575834466133,0.00943742949328753,-0.17543321065774,0.194308069644315,FALSE
"2004",0.00464646464646465,0.461993068510923,0.0190575834466133,0.00900014976813636,-0.175870490382892,0.193870789919164,FALSE
"2004",0.00484848484848485,0.461993068510923,0.0190575834466133,0.00856287004298519,-0.176307770108043,0.193433510194013,FALSE
"2004",0.00505050505050505,0.461993068510923,0.0190575834466133,0.00812559031783402,-0.176745049833194,0.192996230468862,FALSE
"2004",0.00525252525252525,0.461993068510923,0.0190575834466133,0.00768831059268285,-0.177182329558345,0.192558950743711,FALSE
"2004",0.00545454545454545,0.461993068510923,0.0190575834466133,0.00725103086753168,-0.177619609283496,0.19212167101856,FALSE
"2004",0.00565656565656566,0.461993068510923,0.0190575834466133,0.00681375114238051,-0.178056889008647,0.191684391293408,FALSE
"2004",0.00585858585858586,0.461993068510923,0.0190575834466133,0.00637647141722934,-0.178494168733799,0.191247111568257,FALSE
"2004",0.00606060606060606,0.461993068510923,0.0190575834466133,0.00593919169207817,-0.17893144845895,0.190809831843106,FALSE
"2004",0.00626262626262626,0.461993068510923,0.0190575834466133,0.005501911966927,-0.179368728184101,0.190372552117955,FALSE
"2004",0.00646464646464646,0.461993068510923,0.0190575834466133,0.00506463224177583,-0.179806007909252,0.189935272392804,FALSE
"2004",0.00666666666666667,0.461993068510923,0.0190575834466133,0.00462735251662466,-0.180243287634403,0.189497992667653,FALSE
"2004",0.00686868686868687,0.461993068510923,0.0190575834466133,0.00419007279147349,-0.180680567359554,0.189060712942501,FALSE
"2004",0.00707070707070707,0.461993068510923,0.0190575834466133,0.00375279306632232,-0.181117847084706,0.18862343321735,FALSE
"2004",0.00727272727272727,0.461993068510923,0.0190575834466133,0.00331551334117115,-0.181555126809857,0.188186153492199,FALSE
"2004",0.00747474747474747,0.461993068510923,0.0190575834466133,0.00287823361601998,-0.181992406535008,0.187748873767048,FALSE
"2004",0.00767676767676768,0.461993068510923,0.0190575834466133,0.00244095389086881,-0.182429686260159,0.187311594041897,FALSE
"2004",0.00787878787878788,0.461993068510923,0.0190575834466133,0.00200367416571764,-0.18286696598531,0.186874314316746,FALSE
"2004",0.00808080808080808,0.461993068510923,0.0190575834466133,0.00156639444056647,-0.183304245710461,0.186437034591594,FALSE
"2004",0.00828282828282828,0.461993068510923,0.0190575834466133,0.0011291147154153,-0.183741525435613,0.185999754866443,FALSE
"2004",0.00848484848484848,0.461993068510923,0.0190575834466133,0.00069183499026413,-0.184178805160764,0.185562475141292,FALSE
"2004",0.00868686868686869,0.461993068510923,0.0190575834466133,0.000254555265112956,-0.184616084885915,0.185125195416141,FALSE
"2004",0.00888888888888889,0.461993068510923,0.0190575834466133,-0.000182724460038215,-0.185053364611066,0.18468791569099,FALSE
"2004",0.00909090909090909,0.461993068510923,0.0190575834466133,-0.000620004185189382,-0.185490644336217,0.184250635965839,FALSE
"2004",0.00929292929292929,0.461993068510923,0.0190575834466133,-0.00105728391034056,-0.185927924061368,0.183813356240687,FALSE
"2004",0.0094949494949495,0.461993068510923,0.0190575834466133,-0.00149456363549173,-0.18636520378652,0.183376076515536,FALSE
"2004",0.0096969696969697,0.461993068510923,0.0190575834466133,-0.0019318433606429,-0.186802483511671,0.182938796790385,FALSE
"2004",0.0098989898989899,0.461993068510923,0.0190575834466133,-0.00236912308579406,-0.187239763236822,0.182501517065234,FALSE
"2004",0.0101010101010101,0.461993068510923,0.0190575834466133,-0.00280640281094523,-0.187677042961973,0.182064237340083,FALSE
"2004",0.0103030303030303,0.461993068510923,0.0190575834466133,-0.00324368253609641,-0.188114322687124,0.181626957614932,FALSE
"2004",0.0105050505050505,0.461993068510923,0.0190575834466133,-0.00368096226124758,-0.188551602412275,0.18118967788978,FALSE
"2004",0.0107070707070707,0.461993068510923,0.0190575834466133,-0.00411824198639875,-0.188988882137427,0.180752398164629,FALSE
"2004",0.0109090909090909,0.461993068510923,0.0190575834466133,-0.00455552171154992,-0.189426161862578,0.180315118439478,FALSE
"2004",0.0111111111111111,0.461993068510923,0.0190575834466133,-0.00499280143670109,-0.189863441587729,0.179877838714327,FALSE
"2004",0.0113131313131313,0.461993068510923,0.0190575834466133,-0.00543008116185226,-0.19030072131288,0.179440558989176,FALSE
"2004",0.0115151515151515,0.461993068510923,0.0190575834466133,-0.00586736088700343,-0.190738001038031,0.179003279264024,FALSE
"2004",0.0117171717171717,0.461993068510923,0.0190575834466133,-0.00630464061215459,-0.191175280763183,0.178565999538873,FALSE
"2004",0.0119191919191919,0.461993068510923,0.0190575834466133,-0.00674192033730577,-0.191612560488334,0.178128719813722,FALSE
"2004",0.0121212121212121,0.461993068510923,0.0190575834466133,-0.00717920006245694,-0.192049840213485,0.177691440088571,FALSE
"2004",0.0123232323232323,0.461993068510923,0.0190575834466133,-0.00761647978760811,-0.192487119938636,0.17725416036342,FALSE
"2004",0.0125252525252525,0.461993068510923,0.0190575834466133,-0.00805375951275928,-0.192924399663787,0.176816880638269,FALSE
"2004",0.0127272727272727,0.461993068510923,0.0190575834466133,-0.00849103923791045,-0.193361679388938,0.176379600913117,FALSE
"2004",0.0129292929292929,0.461993068510923,0.0190575834466133,-0.00892831896306162,-0.19379895911409,0.175942321187966,FALSE
"2004",0.0131313131313131,0.461993068510923,0.0190575834466133,-0.00936559868821279,-0.194236238839241,0.175505041462815,FALSE
"2004",0.0133333333333333,0.461993068510923,0.0190575834466133,-0.00980287841336396,-0.194673518564392,0.175067761737664,FALSE
"2004",0.0135353535353535,0.461993068510923,0.0190575834466133,-0.0102401581385151,-0.195110798289543,0.174630482012513,FALSE
"2004",0.0137373737373737,0.461993068510923,0.0190575834466133,-0.0106774378636663,-0.195548078014694,0.174193202287362,FALSE
"2004",0.0139393939393939,0.461993068510923,0.0190575834466133,-0.0111147175888175,-0.195985357739845,0.17375592256221,FALSE
"2004",0.0141414141414141,0.461993068510923,0.0190575834466133,-0.0115519973139686,-0.196422637464997,0.173318642837059,FALSE
"2004",0.0143434343434343,0.461993068510923,0.0190575834466133,-0.0119892770391198,-0.196859917190148,0.172881363111908,FALSE
"2004",0.0145454545454545,0.461993068510923,0.0190575834466133,-0.012426556764271,-0.197297196915299,0.172444083386757,FALSE
"2004",0.0147474747474747,0.461993068510923,0.0190575834466133,-0.0128638364894222,-0.19773447664045,0.172006803661606,FALSE
"2004",0.0149494949494949,0.461993068510923,0.0190575834466133,-0.0133011162145733,-0.198171756365601,0.171569523936455,FALSE
"2004",0.0151515151515152,0.461993068510923,0.0190575834466133,-0.0137383959397245,-0.198609036090752,0.171132244211303,FALSE
"2004",0.0153535353535354,0.461993068510923,0.0190575834466133,-0.0141756756648757,-0.199046315815904,0.170694964486152,FALSE
"2004",0.0155555555555556,0.461993068510923,0.0190575834466133,-0.0146129553900268,-0.199483595541055,0.170257684761001,FALSE
"2004",0.0157575757575758,0.461993068510923,0.0190575834466133,-0.015050235115178,-0.199920875266206,0.16982040503585,FALSE
"2004",0.015959595959596,0.461993068510923,0.0190575834466133,-0.0154875148403292,-0.200358154991357,0.169383125310699,FALSE
"2004",0.0161616161616162,0.461993068510923,0.0190575834466133,-0.0159247945654803,-0.200795434716508,0.168945845585548,FALSE
"2004",0.0163636363636364,0.461993068510923,0.0190575834466133,-0.0163620742906315,-0.201232714441659,0.168508565860396,FALSE
"2004",0.0165656565656566,0.461993068510923,0.0190575834466133,-0.0167993540157827,-0.201669994166811,0.168071286135245,FALSE
"2004",0.0167676767676768,0.461993068510923,0.0190575834466133,-0.0172366337409339,-0.202107273891962,0.167634006410094,FALSE
"2004",0.016969696969697,0.461993068510923,0.0190575834466133,-0.017673913466085,-0.202544553617113,0.167196726684943,FALSE
"2004",0.0171717171717172,0.461993068510923,0.0190575834466133,-0.0181111931912362,-0.202981833342264,0.166759446959792,FALSE
"2004",0.0173737373737374,0.461993068510923,0.0190575834466133,-0.0185484729163874,-0.203419113067415,0.166322167234641,FALSE
"2004",0.0175757575757576,0.461993068510923,0.0190575834466133,-0.0189857526415385,-0.203856392792566,0.165884887509489,FALSE
"2004",0.0177777777777778,0.461993068510923,0.0190575834466133,-0.0194230323666897,-0.204293672517718,0.165447607784338,FALSE
"2004",0.017979797979798,0.461993068510923,0.0190575834466133,-0.0198603120918409,-0.204730952242869,0.165010328059187,FALSE
"2004",0.0181818181818182,0.461993068510923,0.0190575834466133,-0.020297591816992,-0.20516823196802,0.164573048334036,FALSE
"2004",0.0183838383838384,0.461993068510923,0.0190575834466133,-0.0207348715421432,-0.205605511693171,0.164135768608885,FALSE
"2004",0.0185858585858586,0.461993068510923,0.0190575834466133,-0.0211721512672944,-0.206042791418322,0.163698488883734,FALSE
"2004",0.0187878787878788,0.461993068510923,0.0190575834466133,-0.0216094309924456,-0.206480071143473,0.163261209158582,FALSE
"2004",0.018989898989899,0.461993068510923,0.0190575834466133,-0.0220467107175967,-0.206917350868625,0.162823929433431,FALSE
"2004",0.0191919191919192,0.461993068510923,0.0190575834466133,-0.0224839904427479,-0.207354630593776,0.16238664970828,FALSE
"2004",0.0193939393939394,0.461993068510923,0.0190575834466133,-0.0229212701678991,-0.207791910318927,0.161949369983129,FALSE
"2004",0.0195959595959596,0.461993068510923,0.0190575834466133,-0.0233585498930502,-0.208229190044078,0.161512090257978,FALSE
"2004",0.0197979797979798,0.461993068510923,0.0190575834466133,-0.0237958296182014,-0.208666469769229,0.161074810532827,FALSE
"2004",0.02,0.461993068510923,0.0190575834466133,-0.0242331093433526,-0.20910374949438,0.160637530807675,FALSE
"2011",0,0.348269840187398,0.010961859828867,0.010961859828867,-0.100410956310081,0.122334675967815,FALSE
"2011",0.000202020202020202,0.348269840187398,0.010961859828867,0.0103817917933704,-0.100991024345578,0.121754607932319,FALSE
"2011",0.000404040404040404,0.348269840187398,0.010961859828867,0.00980172375787389,-0.101571092381074,0.121174539896822,FALSE
"2011",0.000606060606060606,0.348269840187398,0.010961859828867,0.00922165572237734,-0.102151160416571,0.120594471861326,FALSE
"2011",0.000808080808080808,0.348269840187398,0.010961859828867,0.00864158768688079,-0.102731228452067,0.120014403825829,FALSE
"2011",0.00101010101010101,0.348269840187398,0.010961859828867,0.00806151965138424,-0.103311296487564,0.119434335790332,FALSE
"2011",0.00121212121212121,0.348269840187398,0.010961859828867,0.00748145161588768,-0.103891364523061,0.118854267754836,FALSE
"2011",0.00141414141414141,0.348269840187398,0.010961859828867,0.00690138358039113,-0.104471432558557,0.118274199719339,FALSE
"2011",0.00161616161616162,0.348269840187398,0.010961859828867,0.00632131554489458,-0.105051500594054,0.117694131683843,FALSE
"2011",0.00181818181818182,0.348269840187398,0.010961859828867,0.00574124750939803,-0.10563156862955,0.117114063648346,FALSE
"2011",0.00202020202020202,0.348269840187398,0.010961859828867,0.00516117947390148,-0.106211636665047,0.11653399561285,FALSE
"2011",0.00222222222222222,0.348269840187398,0.010961859828867,0.00458111143840493,-0.106791704700543,0.115953927577353,FALSE
"2011",0.00242424242424242,0.348269840187398,0.010961859828867,0.00400104340290838,-0.10737177273604,0.115373859541857,FALSE
"2011",0.00262626262626263,0.348269840187398,0.010961859828867,0.00342097536741183,-0.107951840771536,0.11479379150636,FALSE
"2011",0.00282828282828283,0.348269840187398,0.010961859828867,0.00284090733191527,-0.108531908807033,0.114213723470864,FALSE
"2011",0.00303030303030303,0.348269840187398,0.010961859828867,0.00226083929641873,-0.10911197684253,0.113633655435367,FALSE
"2011",0.00323232323232323,0.348269840187398,0.010961859828867,0.00168077126092217,-0.109692044878026,0.11305358739987,FALSE
